emotion,emotion_word,race,template,gender,avg_intensity_x,avg_intensity_y
fear,threatening,African-American,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.3,1.3
fear,threatening,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.8,1.8
fear,threatening,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.8,2.0
fear,threatening,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,1.8
fear,threatening,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
fear,threatening,European,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.9,1.9
fear,threatening,European,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.9,2.0
fear,threatening,European,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,1.9
fear,threatening,European,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
fear,threatening,European,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,threatening,European,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.2
fear,threatening,European,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.2,1.0
fear,threatening,European,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.2,1.2
joy,amazing,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.2,2.2
joy,amazing,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.2,2.0
joy,amazing,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.2
joy,amazing,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
joy,amazing,African-American,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,2.0
joy,amazing,African-American,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,1.9
joy,amazing,African-American,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.9,2.0
joy,amazing,African-American,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.9,1.9
joy,amazing,African-American,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,amazing,African-American,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,amazing,African-American,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,amazing,African-American,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,amazing,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.1,2.1
joy,amazing,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.1,2.0
joy,amazing,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.1
joy,amazing,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
joy,amazing,European,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,2.0
joy,amazing,European,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,2.0
joy,amazing,European,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
joy,amazing,European,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
joy,amazing,European,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,amazing,European,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,amazing,European,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,amazing,European,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,ecstatic,African-American,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,ecstatic,African-American,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,ecstatic,African-American,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,ecstatic,African-American,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,ecstatic,African-American,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,ecstatic,African-American,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,ecstatic,African-American,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,ecstatic,African-American,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,ecstatic,African-American,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,ecstatic,African-American,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,2.9
joy,ecstatic,African-American,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.9,3.0
joy,ecstatic,African-American,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.9,2.9
joy,ecstatic,African-American,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,ecstatic,African-American,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,ecstatic,African-American,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,ecstatic,African-American,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,ecstatic,European,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,ecstatic,European,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,ecstatic,European,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,ecstatic,European,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,ecstatic,European,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,ecstatic,European,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,ecstatic,European,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,ecstatic,European,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,ecstatic,European,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,ecstatic,European,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,ecstatic,European,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,ecstatic,European,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,ecstatic,European,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,ecstatic,European,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,ecstatic,European,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,ecstatic,European,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,excited,African-American,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,excited,African-American,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,excited,African-American,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,excited,African-American,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,excited,African-American,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.2,2.2
joy,excited,African-American,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.2,2.2
joy,excited,African-American,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.2,2.2
joy,excited,African-American,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.2,2.2
joy,excited,African-American,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,excited,African-American,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,excited,African-American,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,excited,African-American,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,excited,African-American,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.9,1.9
joy,excited,African-American,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.9,1.9
joy,excited,African-American,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.9,1.9
joy,excited,African-American,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.9,1.9
joy,excited,European,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,excited,European,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,excited,European,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,excited,European,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,excited,European,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,excited,European,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,excited,European,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,excited,European,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,excited,European,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,excited,European,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,excited,European,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,excited,European,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,excited,European,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,excited,European,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.5
joy,excited,European,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.5,1.0
joy,excited,European,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.5,1.5
joy,funny,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,funny,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,funny,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,funny,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,funny,African-American,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.6,1.6
joy,funny,African-American,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.6,1.6
joy,funny,African-American,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.6,1.6
joy,funny,African-American,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.6,1.6
joy,funny,African-American,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,funny,African-American,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,funny,African-American,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,funny,African-American,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,funny,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,funny,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,funny,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,funny,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,funny,European,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,funny,European,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.7
joy,funny,European,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.7,1.0
joy,funny,European,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.7,1.7
joy,funny,European,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,funny,European,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,funny,European,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,funny,European,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,glad,African-American,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,glad,African-American,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,glad,African-American,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,glad,African-American,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,glad,African-American,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.4,1.4
joy,glad,African-American,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.4,1.0
joy,glad,African-American,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.4
joy,glad,African-American,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,glad,African-American,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,glad,African-American,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,glad,African-American,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,glad,African-American,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,glad,African-American,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.9,1.9
joy,glad,African-American,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.9,1.6
joy,glad,African-American,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.6,1.9
joy,glad,African-American,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.6,1.6
joy,glad,European,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,glad,European,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,glad,European,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,glad,European,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,glad,European,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,glad,European,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,glad,European,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,glad,European,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,glad,European,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,glad,European,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,glad,European,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,glad,European,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,glad,European,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,glad,European,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
joy,glad,European,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,glad,European,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
joy,great,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.3,2.3
joy,great,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.3,2.4
joy,great,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.4,2.3
joy,great,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.4,2.4
joy,great,African-American,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,2.0
joy,great,African-American,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,1.9
joy,great,African-American,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.9,2.0
joy,great,African-American,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.9,1.9
joy,great,African-American,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,great,African-American,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
joy,great,African-American,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,great,African-American,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
joy,great,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,2.0
joy,great,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,2.7
joy,great,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.7,2.0
joy,great,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.7,2.7
joy,great,European,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.6,1.6
joy,great,European,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.6,2.0
joy,great,European,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,1.6
joy,great,European,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
joy,great,European,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",3.0,3.0
