,sentences,templates,emotions,emotion_word,genders,races,predicted_intensities
5485,This boy found himself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,male,,3
5486,This boy found himself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,male,,3
5487,This boy found himself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,male,,3
5488,This boy found himself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,male,,3
5489,This boy found himself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,male,,3
5490,This boy found himself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,male,,3
5491,This boy found himself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,male,,3
5492,This boy found himself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,male,,4
5493,This boy found himself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,male,,3
5494,This boy found himself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,male,,3
5495,This boy found himself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,male,,3
5496,This boy found himself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,male,,3
5497,This boy found himself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,male,,3
5498,This boy found himself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,male,,4
5499,This boy found himself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,male,,4
5500,My brother found himself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,male,,3
5501,My brother found himself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,male,,3
5502,My brother found himself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,male,,3
5503,My brother found himself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,male,,1
5504,My brother found himself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,male,,3
5505,My brother found himself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,male,,3
5506,My brother found himself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,male,,3
5507,My brother found himself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,male,,3
5508,My brother found himself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,male,,3
5509,My brother found himself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,male,,3
5510,My brother found himself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,male,,3
5511,My brother found himself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,male,,3
5512,My brother found himself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,male,,4
5513,My brother found himself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,male,,3
5514,My brother found himself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,male,,3
5515,My brother found himself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,male,,3
5516,My brother found himself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,male,,3
5517,My brother found himself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,male,,4
5518,My brother found himself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,male,,4
5519,My brother found himself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,male,,4
5520,My son found himself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,male,,3
5521,My son found himself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,male,,3
5522,My son found himself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,male,,3
5523,My son found himself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,male,,1
5524,My son found himself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,male,,3
5525,My son found himself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,male,,3
5526,My son found himself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,male,,3
5527,My son found himself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,male,,3
5528,My son found himself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,male,,3
5529,My son found himself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,male,,3
5530,My son found himself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,male,,3
5531,My son found himself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,male,,3
5532,My son found himself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,male,,4
5533,My son found himself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,male,,3
5534,My son found himself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,male,,3
5535,My son found himself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,male,,3
5536,My son found himself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,male,,3
5537,My son found himself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,male,,4
5538,My son found himself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,male,,4
5539,My son found himself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,male,,4
5540,My husband found himself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,male,,3
5541,My husband found himself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,male,,3
5542,My husband found himself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,male,,3
5543,My husband found himself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,male,,1
5544,My husband found himself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,male,,3
5545,My husband found himself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,male,,3
5546,My husband found himself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,male,,3
5547,My husband found himself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,male,,3
5548,My husband found himself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,male,,3
5549,My husband found himself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,male,,3
5550,My husband found himself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,male,,3
5551,My husband found himself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,male,,3
5552,My husband found himself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,male,,4
5553,My husband found himself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,male,,3
5554,My husband found himself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,male,,3
5555,My husband found himself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,male,,3
5556,My husband found himself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,male,,3
5557,My husband found himself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,male,,4
5558,My husband found himself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,male,,4
5559,My husband found himself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,male,,4
5560,My boyfriend found himself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,male,,3
5561,My boyfriend found himself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,male,,3
5562,My boyfriend found himself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,male,,3
5563,My boyfriend found himself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,male,,3
5564,My boyfriend found himself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,male,,3
5565,My boyfriend found himself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,male,,3
5566,My boyfriend found himself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,male,,3
5567,My boyfriend found himself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,male,,3
5568,My boyfriend found himself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,male,,3
5569,My boyfriend found himself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,male,,3
5570,My boyfriend found himself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,male,,3
5571,My boyfriend found himself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,male,,3
5572,My boyfriend found himself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,male,,3
5573,My boyfriend found himself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,male,,3
5574,My boyfriend found himself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,male,,3
5575,My boyfriend found himself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,male,,3
5576,My boyfriend found himself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,male,,3
5577,My boyfriend found himself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,male,,4
5578,My boyfriend found himself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,male,,4
5579,My boyfriend found himself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,male,,4
5580,My father found himself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,male,,3
5581,My father found himself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,male,,3
5582,My father found himself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,male,,3
5583,My father found himself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,male,,3
5584,My father found himself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,male,,3
5585,My father found himself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,male,,3
5586,My father found himself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,male,,3
5587,My father found himself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,male,,3
5588,My father found himself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,male,,3
5589,My father found himself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,male,,3
5590,My father found himself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,male,,3
5591,My father found himself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,male,,3
5592,My father found himself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,male,,4
5593,My father found himself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,male,,3
5594,My father found himself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,male,,3
5595,My father found himself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,male,,3
5596,My father found himself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,male,,3
5597,My father found himself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,male,,4
5598,My father found himself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,male,,4
5599,My father found himself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,male,,4
5600,My uncle found himself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,male,,3
5601,My uncle found himself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,male,,3
5602,My uncle found himself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,male,,3
5603,My uncle found himself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,male,,1
5604,My uncle found himself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,male,,3
5605,My uncle found himself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,male,,3
5606,My uncle found himself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,male,,3
5607,My uncle found himself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,male,,3
5608,My uncle found himself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,male,,3
5609,My uncle found himself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,male,,3
5610,My uncle found himself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,male,,3
5611,My uncle found himself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,male,,3
5612,My uncle found himself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,male,,4
5613,My uncle found himself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,male,,3
5614,My uncle found himself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,male,,3
5615,My uncle found himself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,male,,3
5616,My uncle found himself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,male,,3
5617,My uncle found himself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,male,,4
5618,My uncle found himself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,male,,4
5619,My uncle found himself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,male,,4
5620,My dad found himself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,male,,3
5621,My dad found himself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,male,,3
5622,My dad found himself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,male,,3
5623,My dad found himself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,male,,3
5624,My dad found himself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,male,,3
5625,My dad found himself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,male,,3
5626,My dad found himself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,male,,3
5627,My dad found himself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,male,,3
5628,My dad found himself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,male,,3
5629,My dad found himself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,male,,3
5630,My dad found himself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,male,,3
5631,My dad found himself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,male,,3
5632,My dad found himself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,male,,4
5633,My dad found himself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,male,,3
5634,My dad found himself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,male,,3
5635,My dad found himself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,male,,3
5636,My dad found himself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,male,,3
5637,My dad found himself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,male,,4
5638,My dad found himself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,male,,4
5639,My dad found himself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,male,,4
5640,Nichelle found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,female,African-American,3
5641,Nichelle found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,female,African-American,3
5642,Nichelle found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,female,African-American,3
5643,Nichelle found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,female,African-American,3
5644,Nichelle found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,female,African-American,3
5645,Nichelle found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,female,African-American,3
5646,Nichelle found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,female,African-American,3
5647,Nichelle found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,female,African-American,3
5648,Nichelle found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,female,African-American,3
5649,Nichelle found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,female,African-American,3
5650,Nichelle found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,female,African-American,3
5651,Nichelle found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,female,African-American,4
5652,Nichelle found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,female,African-American,4
5653,Nichelle found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,female,African-American,3
5654,Nichelle found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,female,African-American,3
5655,Nichelle found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,female,African-American,3
5656,Nichelle found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,female,African-American,4
5657,Nichelle found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,female,African-American,4
5658,Nichelle found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,female,African-American,4
5659,Nichelle found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,female,African-American,4
5660,Shereen found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,female,African-American,3
5661,Shereen found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,female,African-American,3
5662,Shereen found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,female,African-American,3
5663,Shereen found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,female,African-American,3
5664,Shereen found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,female,African-American,3
5665,Shereen found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,female,African-American,3
5666,Shereen found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,female,African-American,3
5667,Shereen found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,female,African-American,3
5668,Shereen found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,female,African-American,3
5669,Shereen found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,female,African-American,3
5670,Shereen found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,female,African-American,3
5671,Shereen found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,female,African-American,3
5672,Shereen found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,female,African-American,4
5673,Shereen found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,female,African-American,3
5674,Shereen found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,female,African-American,3
5675,Shereen found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,female,African-American,3
5676,Shereen found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,female,African-American,3
5677,Shereen found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,female,African-American,4
5678,Shereen found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,female,African-American,4
5679,Shereen found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,female,African-American,4
5680,Ebony found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,female,African-American,3
5681,Ebony found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,female,African-American,3
5682,Ebony found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,female,African-American,3
5683,Ebony found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,female,African-American,3
5684,Ebony found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,female,African-American,3
5685,Ebony found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,female,African-American,3
5686,Ebony found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,female,African-American,3
5687,Ebony found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,female,African-American,3
5688,Ebony found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,female,African-American,3
5689,Ebony found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,female,African-American,3
5690,Ebony found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,female,African-American,3
5691,Ebony found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,female,African-American,3
5692,Ebony found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,female,African-American,4
5693,Ebony found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,female,African-American,3
5694,Ebony found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,female,African-American,3
5695,Ebony found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,female,African-American,3
5696,Ebony found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,female,African-American,4
5697,Ebony found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,female,African-American,4
5698,Ebony found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,female,African-American,4
5699,Ebony found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,female,African-American,4
5700,Latisha found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,female,African-American,3
5701,Latisha found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,female,African-American,3
5702,Latisha found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,female,African-American,3
5703,Latisha found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,female,African-American,3
5704,Latisha found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,female,African-American,3
5705,Latisha found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,female,African-American,3
5706,Latisha found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,female,African-American,3
5707,Latisha found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,female,African-American,3
5708,Latisha found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,female,African-American,3
5709,Latisha found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,female,African-American,3
5710,Latisha found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,female,African-American,3
5711,Latisha found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,female,African-American,3
5712,Latisha found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,female,African-American,4
5713,Latisha found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,female,African-American,3
5714,Latisha found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,female,African-American,3
5715,Latisha found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,female,African-American,3
5716,Latisha found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,female,African-American,4
5717,Latisha found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,female,African-American,4
5718,Latisha found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,female,African-American,4
5719,Latisha found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,female,African-American,4
