,sentence,template,emotion,emotion_word,gender,race,predicted_intensity,predicted_prob_one,predicted_prob_two,predicted_prob_three,predicted_prob_four,predicted_prob_five,predicted_prob_one_exp,predicted_prob_two_exp,predicted_prob_three_exp,predicted_prob_four_exp,predicted_prob_five_exp
5472,Latisha found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,female,African-American,3,-1.9035708,-1.7661921,-1.6905905,-2.046828,-1.965674,0.149035492008917,0.17098283630543000,0.18441059737782000,0.129143899025821,0.1400614533758130
5473,Latisha found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,female,African-American,3,-1.8964077,-1.7462976,-1.681917,-2.0911212,-1.9787441,0.15010688079315000,0.17441851659617900,0.18601703936045800,0.12354853551462500,0.1382427473988850
5474,Latisha found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,female,African-American,3,-1.7911129,-1.7005118,-1.6698111,-2.113621,-2.0828114,0.1667744630498330,0.18259005054703500,0.1882826288682870,0.12079975761279900,0.12457947665997100
5475,Latisha found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,female,African-American,3,-1.8600025,-1.617733,-1.5730532,-2.037119,-2.1729755,0.15567224118690800,0.1983478443482370,0.2074109475218440,0.13040386374268200,0.11383838635226600
5476,Latisha found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,female,African-American,3,-1.9601388,-1.7040849,-1.64815,-2.0241952,-2.0139508,0.14083887112900800,0.1819388022180040,0.19240552979986700,0.13210011459070400,0.13346035653975700
5477,Latisha found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,female,African-American,3,-2.07114,-1.7912289,-1.6587427,-1.9300554,-1.8765408,0.12604201187826700,0.16675511833413400,0.19037819219037000,0.14514015749616500,0.15311885945585800
5478,Latisha found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,female,African-American,3,-1.966592,-1.7188903,-1.6153022,-1.9431393,-1.9626094,0.1399329359601330,0.17926496791070400,0.19883057476112700,0.14325352734365600,0.1404913440909180
5479,Latisha found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,female,African-American,3,-2.0235052,-1.7436478,-1.615142,-1.9084388,-1.9345734,0.13219129512343800,0.17488130365724700,0.19886242997073800,0.14831175025049200,0.14448589336020100
5480,Shaniqua found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,female,African-American,3,-1.878996,-1.6569864,-1.6233542,-2.04443,-2.0532057,0.15274338315544200,0.19071284720058800,0.1972360192687640,0.12945395770746400,0.12832287887403300
5481,Shaniqua found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,female,African-American,3,-1.934099,-1.7369308,-1.6567898,-2.0412006,-1.9514673,0.144554453729245,0.17605993537707900,0.19075034503226400,0.129872692084968,0.14206546592224700
5482,Shaniqua found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,female,African-American,3,-2.0650287,-1.8818392,-1.764234,-2.0693924,-1.8060087,0.12681465093528500,0.15230971995619600,0.17131796579865100,0.1262624754832130,0.16430863483905900
5483,Shaniqua found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,female,African-American,3,-1.787611,-1.6397439,-1.6239738,-2.094286,-2.1307392,0.16735951433965400,0.19402972694157100,0.19711384968327200,0.12315814718576300,0.11874948178413300
5484,Shaniqua found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,female,African-American,3,-1.8269228,-1.6971638,-1.6307002,-2.0744565,-2.0589118,0.1609079526764220,0.18320238651469800,0.19579243225807700,0.12562468595909800,0.1275927407964140
5485,Shaniqua found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,female,African-American,3,-1.9785953,-1.6845108,-1.6263977,-1.9254355,-2.0213046,0.1382633194502210,0.1855351735656720,0.1966366440060880,0.1458122417955250,0.13248251559985400
5486,Shaniqua found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,female,African-American,3,-2.080155,-1.7912431,-1.626799,-1.8962274,-1.8872418,0.12491084951633800,0.16675275042826600,0.19655774955208000,0.1501339475037480,0.1514890702802280
5487,Shaniqua found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,female,African-American,3,-1.9767579,-1.7154913,-1.6357298,-1.9169875,-2.0072699,0.1385175980075510,0.17987532625300300,0.19481014696258100,0.14704928151282800,0.13435497694292000
5488,Shaniqua found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,female,African-American,3,-2.109786,-1.7672262,-1.6399887,-1.9008282,-1.8796262,0.12126391413450300,0.17080611434424400,0.1939822342777550,0.14944479777373400,0.15264715460018000
5489,Shaniqua found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,female,African-American,3,-1.9713546,-1.6624844,-1.6184226,-1.9381076,-2.05742,0.13926807584743200,0.18966718512574500,0.198211110825912,0.14397615260934800,0.1277832256944930
5490,Shaniqua found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,female,African-American,3,-1.7915719,-1.7121443,-1.6879953,-2.080619,-2.0878441,0.16669793113671000,0.1804783776134550,0.18488980130619600,0.12485290432648600,0.12395408056325800
5491,Shaniqua found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,female,African-American,3,-1.8906109,-1.6967213,-1.6298133,-1.9800236,-2.0517647,0.15097954725252300,0.183283471509463,0.1959661575933590,0.1380659789153420,0.12850792543651900
5492,Shaniqua found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,female,African-American,3,-1.909567,-1.7748376,-1.7132266,-2.015877,-1.9687369,0.1481445192865840,0.16951097584674800,0.18028315153101500,0.13320353262750700,0.13963311546323000
5493,Shaniqua found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,female,African-American,3,-1.899862,-1.7458857,-1.6983488,-2.0602837,-1.9835527,0.14958926111634600,0.17449037438126000,0.18298542026457100,0.12741781633218700,0.13757958903323200
5494,Shaniqua found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,female,African-American,3,-1.811054,-1.7190207,-1.6933801,-2.0748804,-2.066263,0.1634817362135850,0.17924159328294800,0.18389688243811100,0.12557144493995100,0.12665822017274100
5495,Shaniqua found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,female,African-American,3,-1.8825185,-1.6227776,-1.5933435,-2.0023077,-2.1611347,0.15220629109701900,0.19734977835106600,0.20324492502350500,0.13502333008906900,0.11519433583823600
5496,Shaniqua found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,female,African-American,3,-1.9853585,-1.7218031,-1.681678,-2.0046837,-1.9990704,0.13733137199397100,0.17874356465252900,0.1860615027460280,0.13470289548383600,0.1354611494094430
5497,Shaniqua found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,female,African-American,3,-2.0938048,-1.7991327,-1.6853632,-1.9034724,-1.8693976,0.12321742514732300,0.16544231413499800,0.18537709076818400,0.1490501578228770,0.15421653387926600
5498,Shaniqua found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,female,African-American,3,-1.998776,-1.7333188,-1.6400607,-1.9081807,-1.942778,0.13550103504270600,0.17669701373453600,0.19396826805967600,0.14835003445359500,0.14330529419420400
5499,Shaniqua found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,female,African-American,3,-2.067649,-1.762088,-1.6446676,-1.874076,-1.9035006,0.12648279347836300,0.17168600892228100,0.19307673083377200,0.15349673231985600,0.14904595466769100
5500,Jasmine found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,female,African-American,3,-1.9001718,-1.6491057,-1.5889363,-2.0842254,-2.0406325,0.14954292554100300,0.1922217356750490,0.20414264281493200,0.12440344576314700,0.12994649372271200
5501,Jasmine found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,female,African-American,3,-1.9608618,-1.7314155,-1.6240566,-2.0834053,-1.927487,0.1407370814265930,0.1770336414108840,0.1970975293321900,0.12450551087509600,0.1455134146082740
5502,Jasmine found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,female,African-American,3,-2.0763023,-1.8636997,-1.7166182,-2.1095397,-1.7947491,0.1253930217823960,0.1550977524311100,0.1796727389171220,0.12129378511501500,0.16616913895399300
5503,Jasmine found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,female,African-American,3,-1.805932,-1.6358689,-1.5936269,-2.136666,-2.1024103,0.1643212377946680,0.19478305075572400,0.2031873335728470,0.11804775889521800,0.1221616269464800
5504,Jasmine found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,female,African-American,3,-1.834492,-1.6865771,-1.5928196,-2.1225016,-2.050793,0.1596946060257540,0.18515219804395600,0.20335143293703600,0.11973173265570500,0.12863285727596900
5505,Jasmine found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,female,African-American,3,-2.0138621,-1.6707628,-1.5875489,-1.9564472,-2.0051017,0.1334721949984100,0.18810352553023500,0.20442606688338700,0.14135975275743400,0.13464660143979800
5506,Jasmine found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,female,African-American,3,-2.0838473,-1.7775501,-1.5852072,-1.941361,-1.8850672,0.12445049159944500,0.16905180036305100,0.2049053323331530,0.14350850173461800,0.15181885685944700
5507,Jasmine found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,female,African-American,3,-1.9859647,-1.6990098,-1.5941132,-1.9616575,-2.007161,0.13724814694433000,0.18286450686805600,0.20308854759428800,0.14062514147211900,0.13436960899661000
5508,Jasmine found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,female,African-American,3,-2.1467953,-1.7653369,-1.6028727,-1.9346256,-1.8528957,0.11685805334548800,0.17112912337047100,0.20131736213621500,0.14447835139341500,0.15678251323828000
5509,Jasmine found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,female,African-American,3,-1.9936612,-1.6513665,-1.5773385,-1.966323,-2.0506814,0.13619587119591000,0.19178765164851,0.20652403109716800,0.13997058298320400,0.12864721350390400
5510,Jasmine found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,female,African-American,3,-1.8226777,-1.7025818,-1.6502726,-2.1184676,-2.0469096,0.16159247493106700,0.18221248006267500,0.19199756295070300,0.12021570598312500,0.12913336131360500
5511,Jasmine found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,female,African-American,3,-1.9110699,-1.6791592,-1.5986252,-2.029213,-2.0272121,0.14792204011240000,0.1865307451749730,0.20217427621484600,0.13143892288688400,0.13170218231775400
5512,Jasmine found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,female,African-American,3,-1.9396083,-1.773007,-1.6831329,-2.0638034,-1.9272203,0.14376024964043900,0.1698215668363310,0.18579099869157200,0.1269701321631970,0.14555222821151400
5513,Jasmine found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,female,African-American,3,-1.950867,-1.757006,-1.6721157,-2.0997338,-1.9243395,0.14215077342392500,0.1725607380236560,0.18784921233949300,0.12248903049334900,0.14597213962053500
5514,Jasmine found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,female,African-American,3,-1.8425871,-1.7110564,-1.6543719,-2.1146798,-2.0290363,0.15840708057517500,0.1806748268796630,0.19121211832737300,0.12067192251728100,0.13146215019663100
5515,Jasmine found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,female,African-American,3,-1.9115955,-1.6311635,-1.5661573,-2.0333529,-2.1209059,0.14784431271666600,0.19570174263408600,0.20884617558195200,0.13089590368817200,0.11992294109658600
5516,Jasmine found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,female,African-American,3,-2.0046518,-1.7142925,-1.6395873,-2.029083,-1.9746264,0.13470719257474000,0.18009109009712300,0.19406011437608400,0.13145601105756600,0.13881316315435600
5517,Jasmine found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,female,African-American,3,-2.1190443,-1.7961472,-1.6429641,-1.9329958,-1.848193,0.12014639757248500,0.1659369802092080,0.19340591734975600,0.14471401419997200,0.1575215507371010
5518,Jasmine found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,female,African-American,3,-2.0313504,-1.7367413,-1.6059409,-1.9492981,-1.9153281,0.13115828535727400,0.17609330189621100,0.20070062682317400,0.1423739688121900,0.14729349766066900
5519,Jasmine found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,female,African-American,3,-2.0867345,-1.7571411,-1.604946,-1.9186648,-1.889736,0.12409169634616800,0.1725374266426680,0.20090040323909900,0.14680284248681200,0.15111169705891700
5520,Tanisha found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,female,African-American,3,-1.8597339,-1.6462463,-1.6150801,-2.0589182,-2.0580125,0.15571406036695500,0.19277216107420100,0.19887473993614300,0.1275919242054860,0.12770753655839000
5521,Tanisha found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,female,African-American,3,-1.9130667,-1.723339,-1.644449,-2.0527782,-1.9579734,0.14762696408465400,0.17846924313071900,0.19311894202064700,0.12837774863232700,0.14114417405273000
5522,Tanisha found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,female,African-American,3,-2.0553389,-1.8766204,-1.7496082,-2.0764344,-1.7937251,0.1280494322706610,0.15310667167972500,0.17384204142101000,0.12537645845825000,0.1663393833025120
5523,Tanisha found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,female,African-American,3,-1.760041,-1.631276,-1.6185311,-2.1165817,-2.1369445,0.17203781012823600,0.19567972742641800,0.19818960608704100,0.12044263469821200,0.118014887171966
5524,Tanisha found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,female,African-American,3,-1.7953179,-1.6793225,-1.6142762,-2.099601,-2.0739987,0.16607464882329700,0.18650028719124800,0.19903467961871900,0.12250529811674400,0.12568221010660200
5525,Tanisha found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,female,African-American,3,-1.9615188,-1.6742128,-1.6125007,-1.9468246,-2.0218844,0.14064464753195500,0.18745568653200300,0.19938837959662100,0.1427265667197370,0.13240572450120000
5526,Tanisha found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,female,African-American,3,-2.0542107,-1.7903006,-1.6151087,-1.9183582,-1.88386,0.12819397916371900,0.16690998898257400,0.1988690521999150,0.14684785913901900,0.15200224325320400
5527,Tanisha found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,female,African-American,3,-1.946491,-1.7052515,-1.6191138,-1.9473722,-2.0113924,0.14277418824522400,0.18172667616851900,0.19807415464361800,0.1426484310473010,0.1338022386650630
5528,Tanisha found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,female,African-American,3,-2.10229,-1.7771502,-1.6334046,-1.9164952,-1.8596848,0.12217632387420400,0.16911941769720100,0.19526364655059700,0.14712169169642100,0.15572170611502100
5529,Tanisha found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,female,African-American,3,-1.9437718,-1.6564622,-1.6041684,-1.9567094,-2.0695367,0.14316294813630600,0.19081284508224500,0.20105668414680000,0.14132269308899600,0.12624425712248700
5530,Tanisha found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,female,African-American,3,-1.7730471,-1.7092559,-1.6772887,-2.0952766,-2.0864475,0.16981475712803600,0.18100042493715100,0.18687997745148600,0.12303620713204100,0.12412731577416300
5531,Tanisha found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,female,African-American,3,-1.8834678,-1.6815424,-1.6147567,-1.993453,-2.061643,0.15206187022509300,0.1860867343964670,0.198939066428071,0.1362242301283560,0.12724473495585400
5532,Tanisha found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,female,African-American,3,-1.9115548,-1.772597,-1.6963888,-2.0269647,-1.9582219,0.14785033010264600,0.16989120795418700,0.18334442339643000,0.13173476946852400,0.14110910408310200
5533,Tanisha found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,female,African-American,3,-1.8843515,-1.7525328,-1.6925467,-2.0736005,-1.9736879,0.15192755250739900,0.17333436572270200,0.1840502059809810,0.1257322667282790,0.13894350045919000
5534,Tanisha found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,female,African-American,3,-1.8026067,-1.7158508,-1.6832925,-2.0899718,-2.061474,0.16486856471546800,0.17981067269538800,0.18576134881430400,0.12369062384386600,0.1272662411332830
5535,Tanisha found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,female,African-American,3,-1.8633834,-1.6235573,-1.5941098,-2.0238125,-2.1567242,0.15514681760945300,0.19719596470093000,0.2030892380965240,0.13215067897943700,0.11570352251495700
5536,Tanisha found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,female,African-American,3,-1.9697189,-1.7228584,-1.67881,-2.0207326,-1.99004,0.13949606304759500,0.1785550360633580,0.18659589308535100,0.13255831727599000,0.1366899577378610
5537,Tanisha found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,female,African-American,3,-2.0775373,-1.7979027,-1.6804062,-1.9218022,-1.8588293,0.12523825698742600,0.16564593338154900,0.18629828630396900,0.14634298500443500,0.15585498303567600
5538,Tanisha found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,female,African-American,3,-1.9842932,-1.7409767,-1.6390556,-1.9286999,-1.9279332,0.13747774905845700,0.17534905353268400,0.19416332357463100,0.14533702837874800,0.14544850100597700
5539,Tanisha found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,female,African-American,3,-2.0495844,-1.759883,-1.6375513,-1.8898077,-1.9000999,0.1287884169330380,0.1720649942497250,0.19445562326037200,0.15110086273865300,0.149553678063898
5540,Tia found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,female,African-American,3,-1.8926909,-1.6444323,-1.6016371,-2.0681689,-2.0418112,0.15066583616687000,0.19312216713390800,0.20156626360853400,0.12641705216496900,0.12979341602462500
5541,Tia found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,female,African-American,3,-1.9620819,-1.728239,-1.6359862,-2.058733,-1.9271296,0.14056547282466100,0.17759688286747000,0.19476020404385600,0.1276155564181240,0.1455654303973220
5542,Tia found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,female,African-American,3,-2.087382,-1.8791435,-1.7420051,-2.0830123,-1.7817943,0.12401137298028000,0.15272085516790700,0.17516881725940800,0.12455445115700600,0.16833583114497100
5543,Tia found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,female,African-American,3,-1.7974838,-1.6320709,-1.6022304,-2.1177754,-2.1121163,0.16571533699861600,0.19552424341639300,0.2014467098134750,0.1202989481015800,0.12098166182939500
5544,Tia found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,female,African-American,3,-1.8376977,-1.6854016,-1.6049,-2.097061,-2.0429704,0.15918349270291100,0.185369972424572,0.20090964487020400,0.12281685708634800,0.12964304666768700
5545,Tia found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,female,African-American,3,-2.0024903,-1.670831,-1.602666,-1.9407609,-2.0082924,0.1349986770798830,0.1880906973072410,0.2013589787358960,0.14359464703182000,0.13421766918954700
5546,Tia found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,female,African-American,3,-2.077157,-1.7787579,-1.6037436,-1.915511,-1.8847302,0.12528589415419200,0.16884774285370900,0.2011421111696410,0.14726656014345700,0.15187002843613500
5547,Tia found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,female,African-American,3,-1.979598,-1.6970568,-1.606822,-1.9381912,-2.0092268,0.1381247523020570,0.1832219902188350,0.20052386738368600,0.1439641167060970,0.13409231477416000
5548,Tia found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,female,African-American,3,-2.1314614,-1.766574,-1.62025,-1.9168044,-1.860427,0.11866375186918700,0.1709175504273760,0.1978492305926630,0.14707620870138200,0.15560617234462800
5549,Tia found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,female,African-American,3,-1.9897639,-1.6477094,-1.5871778,-1.9455783,-2.0564523,0.13672770304569200,0.192490322354725,0.20450194347483800,0.14290455773190000,0.1279069413721740
5550,Tia found herself in a horrible situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,horrible,female,African-American,3,-1.7977049,-1.7051451,-1.6643527,-2.0951426,-2.0672152,0.16567870138782100,0.18174601291556000,0.1893131607386340,0.12305269508846500,0.1265376736168160
5551,Tia found herself in a threatening situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,threatening,female,African-American,3,-1.8979127,-1.6837863,-1.6085336,-1.9980792,-2.0422819,0.14988113985022500,0.18566964250441100,0.2001809442895750,0.13559548506649000,0.12973233663986300
5552,Tia found herself in a terrifying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,terrifying,female,African-American,3,-1.9289161,-1.7751113,-1.6896755,-2.033746,-1.9398527,0.1453056099096710,0.16946458704125600,0.1845794102945520,0.1308444586206220,0.14372511892857500
5553,Tia found herself in a shocking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,shocking,female,African-American,3,-1.9171236,-1.7470986,-1.679031,-2.0758646,-1.957441,0.1470292694674650,0.174278863302996,0.18655465994940900,0.12544791832126100,0.1412193392181880
5554,Tia found herself in a dreadful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,fear,dreadful,female,African-American,3,-1.8221929,-1.7098215,-1.66777,-2.0968266,-2.0451505,0.16167083395560600,0.18089808004267100,0.18866732501016100,0.12284564873189800,0.1293607197239530
5555,Tia found herself in a funny situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,funny,female,African-American,3,-1.8804368,-1.6291951,-1.5789917,-2.021485,-2.145154,0.15252346895322700,0.19608734132601600,0.20618288763584100,0.13245861790967600,0.11705000995454300
5556,Tia found herself in a hilarious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,hilarious,female,African-American,3,-1.9917604,-1.7274914,-1.666338,-2.0219994,-1.9752389,0.1364549985044540,0.17772970393943200,0.188937690154818,0.1323904987183820,0.13872816612492200
5557,Tia found herself in an amazing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,amazing,female,African-American,3,-2.0958576,-1.8008289,-1.6659012,-1.926428,-1.852749,0.12296474385778900,0.165161928743837,0.18902023616461400,0.14566759493841900,0.15680551492010400
5558,Tia found herself in a wonderful situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,wonderful,female,African-American,3,-2.0061438,-1.7407572,-1.6263031,-1.93314,-1.9200463,0.13450635930229500,0.1753875468744240,0.19665524671250500,0.14469314794361800,0.146600174385141
5559,Tia found herself in a great situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,joy,great,female,African-American,3,-2.0677366,-1.7639418,-1.6290447,-1.9042503,-1.8902428,0.12647171407094000,0.17136803222260600,0.1961168350800260,0.14893425679065800,0.15103513305380600
5560,Lakisha found herself in an irritating situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,irritating,female,African-American,3,-1.9237375,-1.6843826,-1.6176195,-2.0665503,-2.0002851,0.14606004130433900,0.18555896069964600,0.19837035810620300,0.12662183649285100,0.13529670464700100
5561,Lakisha found herself in a vexing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,vexing,female,African-American,3,-1.9953394,-1.7720919,-1.66014,-2.0649042,-1.8840208,0.13596749896560600,0.16997704167880700,0.19011236250758100,0.1268304403421960,0.15197780325751700
5562,Lakisha found herself in an outrageous situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,outrageous,female,African-American,5,-2.1204302,-1.9108738,-1.7608684,-2.0987172,-1.7518237,0.11998000201052800,0.14795105046883800,0.17189552491564500,0.12261361615791200,0.17345732070997500
5563,Lakisha found herself in an annoying situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,annoying,female,African-American,3,-1.824416,-1.6602696,-1.6201409,-2.1230993,-2.07413,0.16131182273142400,0.19008772554191000,0.19787081712124400,0.11966019038163500,0.1256657091157290
5564,Lakisha found herself in a displeasing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,anger,displeasing,female,African-American,3,-1.8760192,-1.7277402,-1.6276348,-2.1017196,-1.9906452,0.15319874708583200,0.17768549028949800,0.19639353521973300,0.12224603312853100,0.13660725800290200
5565,Lakisha found herself in a depressing situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,depressing,female,African-American,3,-2.032913,-1.705164,-1.6161822,-1.9418354,-1.9687403,0.13095349746302600,0.1817425779483760,0.1986556808199580,0.1434404374475210,0.13963264071144500
5566,Lakisha found herself in a serious situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,serious,female,African-American,3,-2.1188247,-1.8127372,-1.615237,-1.919955,-1.8411397,0.12017278461858400,0.16320679521045100,0.19884353893722900,0.14661355959208800,0.15863652499246800
5567,Lakisha found herself in a grim situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,grim,female,African-American,3,-2.0157702,-1.7347627,-1.62266,-1.9436076,-1.9589504,0.13321775952449400,0.17644206502092200,0.19737298804970400,0.14318645742244900,0.14100634353585200
5568,Lakisha found herself in a heartbreaking situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,heartbreaking,female,African-American,3,-2.1625192,-1.7994381,-1.6372315,-1.9251438,-1.8202379,0.11503495963390400,0.1653917957668090,0.19451782011343800,0.1458547814305610,0.16198720959240800
5569,Lakisha found herself in a gloomy situation.,<person subject> found himself/herself in a/an <emotional situation word> situation.,sadness,gloomy,female,African-American,3,-2.012165,-1.6851426,-1.6057701,-1.9523201,-2.0146027,0.13369890297918600,0.18541798946536800,0.2007349094178850,0.1419443641380490,0.13337338208573200
